Elapsed Time,Total execs,Unique samples,Crashes,Hangs,Offsets,Execs/s,Fuzzing sample,Instr CoreSVG,Instr ImageIO,Instr XCTTargetBootstrap
00h 04m 17s,14904,1210,0,170,36221,9,,245760,3678208,24576
00h 04m 20s,14934,1212,0,170,36229,30,,245760,3678208,24576
00h 04m 20s,14985,1212,0,173,36229,51,,245760,3678208,24576
00h 04m 20s,15028,1212,0,175,36229,43,,245760,3678208,24576
00h 04m 24s,15067,1213,0,175,36231,39,,245760,3678208,24576
00h 04m 24s,15099,1217,0,176,36258,32,,245760,3678208,24576
00h 04m 24s,15129,1217,0,176,36258,30,,245760,3678208,24576
00h 04m 24s,15167,1219,0,179,36271,38,,245760,3678208,24576
00h 04m 28s,15221,1220,0,181,36279,54,,245760,3678208,24576
00h 04m 28s,15241,1221,0,182,36281,20,,245760,3678208,24576
00h 04m 28s,15273,1224,0,182,36284,32,,245760,3678208,24576
00h 04m 28s,15281,1224,0,184,36284,8,,245760,3678208,24576
00h 04m 32s,15336,1226,0,187,36324,55,,245760,3678208,24576
00h 04m 32s,15403,1228,0,187,36346,67,,245760,3678208,24576
00h 04m 32s,15466,1233,0,189,36359,63,,245760,3678208,24576
00h 04m 32s,15501,1233,0,189,36359,35,,245760,3678208,24576
00h 04m 37s,15504,1233,0,190,36359,3,,245760,3678208,24576
00h 04m 37s,15539,1233,0,191,36359,35,,,,
00h 04m 37s,15539,1233,0,191,36359,0,,245760,3678208,24576
00h 04m 37s,15578,1234,0,195,36368,39,,245760,3678208,24576
00h 04m 37s,15621,1236,0,196,36370,43,,245760,3678208,24576
00h 04m 40s,15650,1238,0,197,36382,29,,245760,3678208,24576
00h 04m 40s,15706,1238,0,198,36382,56,,245760,3678208,24576
00h 04m 40s,15745,1239,0,200,36384,39,,245760,3678208,24576
00h 04m 44s,15799,1242,0,200,36398,54,,245760,3678208,24576
00h 04m 44s,15829,1243,0,201,36400,30,,245760,3678208,24576
00h 04m 44s,15851,1243,0,202,36400,22,,245760,3678208,24576
00h 04m 44s,15872,1244,0,203,36409,21,,245760,3678208,24576
00h 04m 46s,15911,1248,0,205,36416,39,,245760,3678208,24576
00h 04m 46s,15999,1250,0,208,36418,88,,245760,3678208,24576
00h 04m 51s,16064,1253,0,208,36432,65,,245760,3678208,24576
00h 04m 51s,16133,1255,0,208,36439,69,,245760,3678208,24576
00h 04m 51s,16167,1256,0,208,36441,34,,245760,3678208,24576
00h 04m 51s,16178,1257,0,210,36442,11,,245760,3678208,24576
00h 04m 51s,16209,1259,0,211,36451,31,,245760,3678208,24576
00h 04m 58s,16230,1259,0,212,36451,21,,245760,3678208,24576
00h 04m 58s,16282,1259,0,214,36451,52,,245760,3678208,24576
00h 04m 58s,16298,1259,0,215,36451,16,,245760,3678208,24576
00h 04m 58s,16323,1261,0,217,36455,25,,245760,3678208,24576
00h 04m 58s,16327,1261,0,217,36455,4,,245760,3678208,24576
00h 04m 58s,16330,1261,0,219,36455,3,,245760,3678208,24576
00h 04m 58s,16372,1263,0,221,36463,42,,245760,3678208,24576
00h 05m 01s,16384,1264,0,222,36464,12,,245760,3678208,24576
00h 05m 01s,16441,1267,0,224,36472,57,,245760,3678208,24576
00h 05m 01s,16469,1268,0,224,36473,28,,245760,3678208,24576
00h 05m 06s,16488,1268,0,225,36473,19,,245760,3678208,24576
00h 05m 06s,16532,1271,0,228,36514,44,,245760,3678208,24576
00h 05m 06s,16572,1273,0,228,36524,40,,245760,3678208,24576
00h 05m 06s,16626,1275,0,230,36526,54,,245760,3678208,24576
00h 05m 06s,16639,1276,0,232,36529,13,,245760,3678208,24576
00h 05m 10s,16664,1277,0,233,36530,25,,245760,3678208,24576
00h 05m 10s,16679,1278,0,233,36537,15,,245760,3678208,24576
00h 05m 10s,16697,1279,0,237,36540,18,,245760,3678208,24576
00h 05m 10s,16734,1282,0,237,36544,37,,245760,3678208,24576
00h 05m 12s,16797,1284,0,239,36559,63,,245760,3678208,24576
00h 05m 12s,16860,1286,0,240,36564,63,,245760,3678208,24576
00h 05m 17s,16927,1287,0,240,36566,67,,245760,3678208,24576
00h 05m 17s,16967,1287,0,241,36566,40,,245760,3678208,24576
00h 05m 17s,16990,1289,0,242,36568,23,,245760,3678208,24576
00h 05m 17s,17031,1293,0,243,36584,41,,245760,3678208,24576
00h 05m 17s,17058,1295,0,244,36589,27,,245760,3678208,24576
00h 05m 21s,17076,1295,0,246,36589,18,,245760,3678208,24576
00h 05m 21s,17121,1296,0,247,36591,45,,245760,3678208,24576
00h 05m 21s,17155,1296,0,247,36591,34,,245760,3678208,24576
00h 05m 21s,17205,1298,0,250,36594,50,,245760,3678208,24576
00h 05m 25s,17249,1300,0,251,36599,44,,245760,3678208,24576
00h 05m 25s,17288,1300,0,252,36599,39,,245760,3678208,24576
00h 05m 25s,17307,1301,0,252,36606,19,,245760,3678208,24576
00h 05m 25s,17321,1301,0,253,36606,14,,245760,3678208,24576
00h 05m 27s,17373,1302,0,257,36607,52,,245760,3678208,24576
00h 05m 27s,17446,1304,0,257,36610,73,,245760,3678208,24576
00h 05m 31s,17492,1306,0,259,36613,46,,245760,3678208,24576
00h 05m 31s,17545,1307,0,259,36616,53,,245760,3678208,24576
00h 05m 31s,17558,1308,0,259,36617,13,,245760,3678208,24576
00h 05m 31s,17595,1308,0,262,36617,37,,245760,3678208,24576
00h 05m 35s,17628,1310,0,263,36627,33,,245760,3678208,24576
00h 05m 35s,17667,1311,0,264,36629,39,,245760,3678208,24576
00h 05m 35s,17710,1313,0,266,36638,43,,245760,3678208,24576
00h 05m 35s,17741,1317,0,266,36706,31,,245760,3678208,24576
00h 05m 38s,17782,1317,0,268,36706,41,,245760,3678208,24576
00h 05m 38s,17843,1320,0,269,36711,61,,245760,3678208,24576
