Elapsed Time,Total execs,Unique samples,Crashes,Hangs,Offsets,Execs/s,Fuzzing sample,Instr CoreSVG,Instr ImageIO,Instr XCTTargetBootstrap
00h 03m 49s,133264,85,0,0,11464,173,,,,
00h 03m 49s,133438,85,0,0,11464,174,,245760,3678208,24576
00h 03m 49s,133625,85,0,0,11464,187,,245760,3678208,24576
00h 03m 49s,133796,85,0,0,11464,171,,,,
00h 03m 49s,133974,85,0,0,11464,178,00084,245760,3678208,24576
00h 03m 49s,134334,85,0,0,11464,360,,245760,3678208,24576
00h 03m 49s,134818,85,0,0,11464,484,,,,
00h 03m 49s,134982,85,0,0,11464,164,,245760,3678208,24576
00h 03m 49s,135151,86,0,0,11466,169,,245760,3678208,24576
00h 03m 49s,135313,86,0,0,11466,162,,245760,3678208,24576
00h 03m 49s,135477,86,0,0,11466,164,00085,,,
00h 03m 49s,135618,86,0,0,11466,141,,,,
00h 03m 49s,135767,86,0,0,11466,149,,245760,3678208,24576
00h 03m 49s,135922,87,0,0,11467,155,,,,
00h 03m 49s,136061,87,0,0,11467,139,00086,245760,3678208,24576
00h 03m 49s,136216,87,0,0,11467,155,,245760,3678208,24576
00h 03m 49s,136355,87,0,0,11467,139,,,,
00h 03m 49s,136491,87,0,0,11467,136,,,,
00h 03m 49s,136632,87,0,0,11467,141,,,,
00h 03m 49s,136775,87,0,0,11467,143,,245760,3678208,24576
00h 03m 49s,136922,87,0,0,11467,147,,,,
00h 03m 49s,137064,87,0,0,11467,142,,,,
00h 03m 49s,137206,87,0,0,11467,142,,,,
00h 03m 49s,137343,87,0,0,11467,137,,,,
00h 03m 49s,137484,87,0,0,11467,141,,,,
00h 03m 49s,137627,87,0,0,11467,143,,,,
00h 03m 49s,137768,87,0,0,11467,141,,,,
00h 03m 49s,137913,87,0,0,11467,145,,,,
00h 03m 49s,138056,87,0,0,11467,143,,245760,3678208,24576
00h 03m 49s,138177,87,0,0,11467,121,,,,
00h 03m 49s,138308,87,0,0,11467,131,,,,
00h 03m 49s,138450,87,0,0,11467,142,,,,
00h 03m 49s,138587,87,0,0,11467,137,,,,
00h 03m 49s,138726,87,0,0,11467,139,,,,
00h 03m 49s,138863,87,0,0,11467,137,00083,245760,3678208,24576
00h 03m 49s,138999,87,0,0,11467,136,,,,
00h 03m 49s,139138,87,0,0,11467,139,,,,
00h 03m 49s,139272,87,0,0,11467,134,,,,
00h 03m 49s,139409,87,0,0,11467,137,,,,
00h 03m 49s,139544,87,0,0,11467,135,,,,
00h 03m 49s,139681,87,0,0,11467,137,,,,
00h 03m 49s,139821,87,0,0,11467,140,,,,
00h 03m 49s,139957,87,0,0,11467,136,,,,
00h 03m 49s,140094,87,0,0,11467,137,,,,
00h 03m 49s,140228,87,0,0,11467,134,,,,
00h 03m 49s,140358,87,0,0,11467,130,,,,
00h 03m 49s,140490,87,0,0,11467,132,,,,
00h 03m 49s,140633,87,0,0,11467,143,,,,
00h 03m 49s,140770,87,0,0,11467,137,,,,
00h 03m 49s,140907,87,0,0,11467,137,,,,
00h 03m 49s,141032,87,0,0,11467,125,,,,
00h 03m 49s,141169,87,0,0,11467,137,,,,
00h 03m 49s,141307,87,0,0,11467,138,,,,
00h 03m 49s,141445,87,0,0,11467,138,,,,
00h 03m 49s,141581,87,0,0,11467,136,,,,
00h 03m 49s,141719,87,0,0,11467,138,,,,
00h 03m 49s,141855,87,0,0,11467,136,,,,
00h 03m 49s,141997,87,0,0,11467,142,,,,
00h 03m 49s,142131,87,0,0,11467,134,,245760,3678208,24576
00h 03m 49s,142269,87,0,0,11472,138,,,,
00h 03m 49s,142417,88,0,0,11472,148,,,,
00h 03m 49s,142567,88,0,0,11472,150,,245760,3678208,24576
00h 03m 49s,142714,88,0,0,11472,147,,245760,3678208,24576
00h 03m 49s,142870,88,0,0,11472,156,,,,
00h 03m 49s,143035,88,0,0,11472,165,,245760,3678208,24576
00h 03m 49s,143201,88,0,0,11472,166,,245760,3678208,24576
00h 03m 49s,143350,88,0,0,11472,149,,245760,3678208,24576
00h 03m 49s,143492,89,0,0,11477,142,,,,
00h 03m 49s,143641,89,0,0,11477,149,,245760,3678208,24576
00h 03m 49s,143799,89,0,0,11477,158,,245760,3678208,24576
00h 03m 49s,143942,89,0,0,11477,143,,,,
00h 03m 49s,144094,89,0,0,11477,152,,,,
00h 03m 49s,144250,89,0,0,11477,156,,,,
00h 03m 49s,144400,89,0,0,11477,150,,,,
00h 03m 49s,144554,89,0,0,11477,154,,,,
00h 03m 49s,144717,89,0,0,11477,163,,245760,3678208,24576
00h 03m 49s,144886,90,0,0,11493,169,,,,
00h 03m 49s,145046,90,0,0,11493,160,,245760,3678208,24576
00h 03m 49s,145200,90,0,0,11493,154,,,,
00h 03m 49s,145348,90,0,0,11493,148,,,,
00h 03m 49s,145504,90,0,0,11493,156,,245760,3678208,24576
00h 03m 49s,145665,90,0,0,11493,161,,245760,3678208,24576
00h 05m 37s,145811,90,0,0,11493,146,00090,245760,3678208,24576
00h 05m 37s,145963,91,0,0,11494,152,,,,
00h 05m 37s,146088,91,0,0,11494,125,,,,
00h 05m 37s,146219,91,0,0,11494,131,00089,245760,3678208,24576
00h 05m 37s,146350,91,0,0,11494,131,,,,
00h 05m 37s,146483,91,0,0,11494,133,,,,
00h 05m 37s,146612,91,0,0,11494,129,,245760,3678208,24576
00h 05m 37s,146747,92,0,0,11501,135,,,,
00h 05m 37s,146877,92,0,0,11501,130,,,,
00h 05m 37s,147011,92,0,0,11501,134,,,,
00h 05m 37s,147143,92,0,0,11501,132,,,,
00h 05m 37s,147270,92,0,0,11501,127,,,,
00h 05m 37s,147400,92,0,0,11501,130,,,,
00h 05m 37s,147531,92,0,0,11501,131,00091,,,
00h 05m 37s,147663,92,0,0,11501,132,,,,
00h 05m 37s,147802,92,0,0,11501,139,,,,
00h 05m 37s,147941,92,0,0,11501,139,,245760,3678208,24576
00h 05m 37s,148074,92,0,0,11501,133,,,,
00h 05m 37s,148210,92,0,0,11501,136,,,,
00h 05m 37s,148344,92,0,0,11501,134,,,,
00h 05m 37s,148480,92,0,0,11501,136,,,,
00h 05m 37s,148616,92,0,0,11501,136,,,,
00h 05m 37s,148752,92,0,0,11501,136,,,,
00h 05m 37s,148890,92,0,0,11501,138,,,,
00h 05m 37s,149034,92,0,0,11501,144,,,,
00h 05m 37s,149181,92,0,0,11501,147,,,,
00h 05m 37s,149317,92,0,0,11501,136,,,,
00h 05m 37s,149464,92,0,0,11501,147,,,,
00h 05m 37s,149599,92,0,0,11501,135,,,,
